0, 0.8, 0.1, 2153.0
1, 0.8, 0.1, 2155.0
2, 0.8, 0.1, 2095.0
3, 0.8, 0.1, 2224.0
4, 0.8, 0.1, 2129.0
5, 0.8, 0.1, 2231.0
6, 0.8, 0.1, 2249.0
7, 0.8, 0.1, 2103.0
8, 0.8, 0.1, 2088.0
9, 0.8, 0.1, 2171.0
10, 0.8, 0.1, 2085.0
11, 0.8, 0.1, 2155.0
12, 0.8, 0.1, 2095.0
13, 0.8, 0.1, 2224.0
14, 0.8, 0.1, 2166.0
15, 0.8, 0.1, 2090.0
16, 0.8, 0.1, 2095.0
17, 0.8, 0.1, 2085.0
18, 0.8, 0.1, 2090.0
19, 0.8, 0.1, 2123.0
0, 0.7000000000000001, 0.15000000000000002, 2098.0
1, 0.7000000000000001, 0.15000000000000002, 2085.0
2, 0.7000000000000001, 0.15000000000000002, 2267.0
3, 0.7000000000000001, 0.15000000000000002, 2171.0
4, 0.7000000000000001, 0.15000000000000002, 2190.0
5, 0.7000000000000001, 0.15000000000000002, 2154.0
6, 0.7000000000000001, 0.15000000000000002, 2118.0
7, 0.7000000000000001, 0.15000000000000002, 2103.0
8, 0.7000000000000001, 0.15000000000000002, 2103.0
9, 0.7000000000000001, 0.15000000000000002, 2172.0
10, 0.7000000000000001, 0.15000000000000002, 2142.0
11, 0.7000000000000001, 0.15000000000000002, 2085.0
12, 0.7000000000000001, 0.15000000000000002, 2103.0
13, 0.7000000000000001, 0.15000000000000002, 2182.0
14, 0.7000000000000001, 0.15000000000000002, 2098.0
15, 0.7000000000000001, 0.15000000000000002, 2090.0
16, 0.7000000000000001, 0.15000000000000002, 2095.0
17, 0.7000000000000001, 0.15000000000000002, 2095.0
18, 0.7000000000000001, 0.15000000000000002, 2274.0
19, 0.7000000000000001, 0.15000000000000002, 2131.0
0, 0.6000000000000001, 0.20000000000000004, 2095.0
1, 0.6000000000000001, 0.20000000000000004, 2158.0
2, 0.6000000000000001, 0.20000000000000004, 2154.0
3, 0.6000000000000001, 0.20000000000000004, 2098.0
4, 0.6000000000000001, 0.20000000000000004, 2085.0
5, 0.6000000000000001, 0.20000000000000004, 2103.0
6, 0.6000000000000001, 0.20000000000000004, 2085.0
